checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,duration_amount_ratio,age_group,amount_category,duration_category
1,0.1176470588235294,2,0,0.05749972488169913,0,1,0.6666666666666667,1,0,0.0,2,0.10714285714285715,2,0,0.0,2,0.0,0,0,0.009259259259259259,3,1,2
3,0.20588235294117646,2,9,0.07252118410916694,1,2,0.6666666666666667,1,0,1.0,1,0.0892857142857143,2,0,0.0,1,0.0,0,0,0.011472275334608031,3,1,1
3,0.20588235294117646,0,9,0.21541762958071972,0,2,0.3333333333333333,2,0,0.3333333333333333,2,0.30357142857142855,1,1,0.3333333333333333,2,1.0,0,0,0.0043206913106096975,2,2,1
1,0.2941176470588235,2,4,0.09447562451854297,0,4,1.0,1,0,1.0,2,0.01785714285714285,2,1,0.0,2,0.0,1,0,0.012195121951219513,3,1,1
3,0.10294117647058824,4,0,0.38395510069329813,0,2,0.0,2,0,1.0,1,0.35714285714285715,2,1,0.3333333333333333,1,0.0,0,0,0.0015216489140960022,2,0,2
3,0.1176470588235294,2,4,0.030483107736326624,0,4,1.0,2,0,1.0,2,0.33928571428571425,2,1,0.0,2,0.0,0,0,0.014906832298136646,2,1,2
1,0.38235294117647056,3,9,0.12396830637173985,1,4,1.0,2,0,0.3333333333333333,1,0.39285714285714285,1,1,0.3333333333333333,2,0.0,0,0,0.011980830670926517,2,2,0
0,0.47058823529411764,4,1,0.5160669087707714,0,3,1.0,2,0,1.0,2,0.0892857142857143,2,1,0.3333333333333333,2,0.0,1,0,0.003738317757009346,3,0,0
0,0.029411764705882346,2,3,0.00979421151094971,0,4,0.3333333333333333,1,0,0.0,1,0.5357142857142858,0,1,0.0,2,0.0,1,0,0.013986013986013986,2,1,2
3,0.07352941176470588,2,5,0.05425332893144051,0,1,0.0,1,0,1.0,0,0.07142857142857145,2,0,0.0,2,0.0,1,0,0.007275666936135812,3,1,2
3,0.07352941176470588,4,0,0.05359304500935402,0,2,0.6666666666666667,2,0,0.0,0,0.19642857142857145,2,1,0.3333333333333333,2,0.0,0,0,0.007346938775510204,1,1,2
0,0.2941176470588235,2,3,0.08237041928029053,0,1,1.0,2,1,0.0,1,0.0892857142857143,2,1,0.0,1,0.0,0,1,0.013729977116704805,3,1,1
3,0.08823529411764706,2,0,0.07411687025420931,2,2,0.6666666666666667,2,0,0.3333333333333333,3,0.37499999999999994,2,0,0.0,1,1.0,0,1,0.006257822277847309,2,1,2
0,0.2941176470588235,2,0,0.062231759656652355,4,2,1.0,1,0,0.3333333333333333,1,0.28571428571428575,2,1,0.0,2,0.0,0,0,0.017366136034732273,1,1,1
0,0.20588235294117646,2,0,0.10999229668757565,1,3,1.0,2,0,0.6666666666666667,2,0.19642857142857145,2,1,0.0,3,1.0,1,0,0.008,1,2,1
0,0.1176470588235294,4,0,0.10300429184549356,0,2,0.6666666666666667,2,0,0.3333333333333333,0,0.35714285714285715,2,0,0.3333333333333333,1,1.0,0,1,0.005652378709373528,2,2,2
0,0.47058823529411764,2,1,0.43903378452734676,0,2,0.3333333333333333,2,0,0.3333333333333333,1,0.125,2,1,0.0,2,1.0,0,0,0.004374240583232078,1,0,0
3,0.8235294117647058,3,4,0.847529437658193,0,3,0.3333333333333333,2,0,1.0,2,0.035714285714285754,2,1,0.3333333333333333,2,0.0,1,0,0.0038328861632809506,3,3,3
0,0.6470588235294117,2,1,0.5528227137669197,0,3,1.0,2,0,1.0,3,0.35714285714285715,1,2,0.6666666666666667,2,1.0,1,0,0.004661099242571373,2,3,3
0,0.47058823529411764,4,3,0.11543963904478925,0,2,0.6666666666666667,3,0,0.3333333333333333,1,0.48214285714285715,2,1,0.3333333333333333,2,0.0,1,0,0.01532567049808429,2,2,0
1,0.47058823529411764,4,1,0.30538131396500495,0,2,0.6666666666666667,2,0,1.0,2,0.26785714285714285,2,1,0.3333333333333333,2,0.0,1,0,0.006205826581623858,1,0,0
3,0.2941176470588235,4,4,0.13392758886321118,0,2,1.0,2,0,0.3333333333333333,0,0.28571428571428575,2,1,0.3333333333333333,1,0.0,0,0,0.008938547486033519,1,2,1
1,0.07352941176470588,1,1,0.268460437988335,0,4,0.3333333333333333,1,0,1.0,3,0.9821428571428572,0,2,0.0,3,1.0,1,0,0.0017543859649122807,0,0,2
1,0.1176470588235294,2,0,0.041652910751623196,3,2,1.0,3,0,0.0,0,0.0535714285714286,2,1,0.0,2,0.0,0,0,0.011904761904761904,3,1,2
1,0.029411764705882346,2,4,0.0064927919005172245,4,4,1.0,2,0,1.0,1,0.33928571428571425,2,1,0.0,2,0.0,0,0,0.016260162601626018,2,1,2
1,0.2941176470588235,3,9,0.3695939253879168,1,3,1.0,2,0,1.0,2,0.30357142857142855,2,0,0.0,3,0.0,1,0,0.003444316877152698,2,0,1
1,0.47058823529411764,1,5,0.20578848905029165,4,1,0.6666666666666667,1,0,0.3333333333333333,3,0.17857142857142855,0,1,0.0,0,0.0,0,0,0.009020295665246805,1,2,0
1,0.1176470588235294,2,3,0.1522504677011115,0,1,0.6666666666666667,1,0,0.0,0,0.26785714285714285,2,0,0.0,3,0.0,0,0,0.003976143141153081,1,2,2
0,0.029411764705882346,2,7,0.010894684714427203,0,1,1.0,1,0,1.0,1,0.07142857142857145,2,1,0.0,2,0.0,0,0,0.013363028953229399,3,1,2
2,0.5588235294117647,0,9,0.3322878837900297,0,1,0.3333333333333333,0,0,0.0,1,0.25000000000000006,2,1,0.3333333333333333,2,0.0,0,0,0.006677265500794912,1,0,3
0,0.08823529411764706,4,0,0.04335864421701331,0,3,1.0,2,1,0.6666666666666667,1,0.5357142857142858,2,1,0.3333333333333333,2,0.0,1,0,0.009624639076034648,2,1,2
3,0.2941176470588235,3,9,0.4620886981402003,0,1,0.3333333333333333,2,0,0.3333333333333333,2,0.14285714285714285,0,1,0.3333333333333333,2,0.0,1,0,0.002774887270204648,1,0,1
0,0.1176470588235294,2,3,0.18377902498074172,0,2,0.3333333333333333,2,1,0.3333333333333333,1,0.17857142857142855,2,1,0.0,1,1.0,0,0,0.003341687552213868,1,2,2
3,0.10294117647058824,2,9,0.10410476504897105,3,4,0.0,0,0,0.3333333333333333,0,0.16071428571428575,2,1,0.0,2,0.0,1,0,0.005132991133924405,1,2,2
3,0.20588235294117646,1,0,0.34158688235941453,0,4,0.3333333333333333,2,0,1.0,3,0.35714285714285715,0,1,0.3333333333333333,3,1.0,1,0,0.002786809103576405,2,0,1
1,0.47058823529411764,2,1,0.3685484758446132,0,2,0.3333333333333333,2,0,0.3333333333333333,2,0.28571428571428575,2,0,0.0,3,0.0,1,0,0.005180601525399338,1,0,0
3,0.1176470588235294,2,7,0.02580609662154727,0,4,1.0,2,0,1.0,2,0.39285714285714285,0,1,0.0,1,1.0,0,0,0.016666666666666666,2,1,2
1,0.47058823529411764,3,9,0.5286123032904149,1,3,0.0,2,0,0.6666666666666667,1,0.21428571428571425,2,1,0.3333333333333333,1,1.0,1,0,0.0036518563603164943,1,0,0
2,0.1176470588235294,1,4,0.008748761967646089,3,2,0.6666666666666667,1,0,0.6666666666666667,0,0.41071428571428575,2,0,0.3333333333333333,2,0.0,0,0,0.02926829268292683,2,1,2
1,0.38235294117647056,4,0,0.27423792230659183,0,0,1.0,3,0,0.3333333333333333,2,0.16071428571428575,2,1,0.3333333333333333,3,0.0,0,0,0.0057306590257879654,1,0,0
1,0.47058823529411764,2,7,0.6802024870694399,1,2,0.0,2,0,1.0,3,0.49999999999999994,2,2,0.0,2,1.0,1,0,0.002854198049631333,2,3,0
1,0.32352941176470584,2,1,0.42456256190161773,0,1,0.3333333333333333,2,0,0.6666666666666667,2,0.19642857142857145,2,1,0.3333333333333333,2,0.0,0,0,0.003263461779841848,1,0,0
0,0.1176470588235294,2,4,0.07868383404864092,2,4,0.6666666666666667,3,0,0.0,0,0.28571428571428575,2,1,0.0,2,0.0,0,0,0.007138607971445568,1,1,2
1,0.1176470588235294,2,0,0.05353802134918015,0,4,0.0,0,0,0.0,0,0.48214285714285715,2,0,0.3333333333333333,2,0.0,0,0,0.00980392156862745,2,1,2
3,0.25,0,0,0.26152745680642675,4,2,0.0,1,0,1.0,1,0.17857142857142855,0,1,0.3333333333333333,2,0.0,1,0,0.004196642685851319,1,0,1
3,0.1176470588235294,2,4,0.034995047870584356,4,2,1.0,1,0,0.3333333333333333,2,0.035714285714285754,2,1,0.0,2,0.0,0,0,0.013528748590755355,3,1,2
0,0.6470588235294117,4,1,0.33459887751733247,0,4,1.0,2,0,1.0,3,0.48214285714285715,2,2,0.3333333333333333,2,0.0,1,0,0.007580543272267846,2,0,3
1,0.07352941176470588,4,7,0.048750962914053037,3,4,1.0,2,0,0.6666666666666667,3,0.23214285714285715,2,2,0.3333333333333333,2,1.0,0,0,0.0079155672823219,1,1,2
1,0.20588235294117646,4,3,0.39198855507868385,0,0,1.0,2,0,1.0,1,0.37499999999999994,1,1,0.3333333333333333,3,0.0,1,0,0.0024406779661016948,2,0,1
0,0.029411764705882346,2,5,0.005117200396170352,0,1,1.0,1,0,0.0,0,0.14285714285714285,2,1,0.0,2,0.0,0,0,0.01744186046511628,1,1,2
3,0.2941176470588235,4,4,0.11962143721800374,4,4,1.0,2,0,1.0,1,0.6071428571428572,2,1,0.3333333333333333,2,0.0,0,0,0.009896907216494845,0,2,1
3,0.14705882352941174,3,0,0.030373060415978873,0,2,1.0,2,0,0.3333333333333333,2,0.14285714285714285,2,1,0.3333333333333333,1,0.0,0,0,0.017434620174346202,1,1,1
0,0.029411764705882346,4,0,0.18851105975569496,0,2,0.0,2,0,0.6666666666666667,0,0.32142857142857145,2,0,0.6666666666666667,2,1.0,0,0,0.0016317650258362796,2,2,2
3,0.1176470588235294,4,3,0.09271486739297898,0,4,1.0,2,0,1.0,0,0.42857142857142855,2,1,0.6666666666666667,2,0.0,1,0,0.006198347107438017,2,1,2
1,0.2941176470588235,0,9,0.2195994277539342,0,2,0.0,2,0,1.0,0,0.30357142857142855,2,1,0.6666666666666667,1,0.0,1,0,0.005657708628005658,2,2,1
1,0.1176470588235294,2,0,0.03224386486189061,1,1,1.0,1,0,0.3333333333333333,1,0.07142857142857145,0,1,0.0,1,0.0,0,0,0.014336917562724014,3,1,2
3,0.1176470588235294,4,4,0.05447342357213601,4,4,1.0,1,0,0.3333333333333333,0,0.33928571428571425,2,1,0.3333333333333333,2,0.0,1,0,0.009669621273166801,2,1,2
0,0.1176470588235294,2,3,0.08847804555959062,0,1,1.0,1,0,0.0,2,0.0535714285714286,2,0,0.0,2,0.0,0,0,0.006455083378160301,3,1,2
0,0.07352941176470588,2,4,0.06140640475404424,0,1,0.6666666666666667,1,0,1.0,1,0.0535714285714286,2,0,0.0,2,0.0,0,0,0.006583760058522311,3,1,2
3,0.2941176470588235,4,4,0.12991086167051832,0,4,1.0,3,1,0.6666666666666667,0,0.48214285714285715,2,1,0.3333333333333333,2,0.0,0,0,0.009188361408882083,2,2,1
3,0.029411764705882346,2,3,0.15010454495433037,2,2,0.0,2,0,0.3333333333333333,2,0.23214285714285715,2,1,0.0,2,0.0,1,0,0.002014098690835851,1,2,2
0,0.029411764705882346,2,0,0.052437548145702645,1,4,0.6666666666666667,2,0,0.3333333333333333,1,0.42857142857142855,2,1,0.0,2,0.0,1,0,0.0049833887043189366,2,1,2
3,0.20588235294117646,4,1,0.16391548365797293,4,0,0.3333333333333333,2,0,1.0,3,0.33928571428571425,2,1,0.0,3,0.0,1,0,0.005572755417956657,2,2,1
